"","ensembl_gene_id","entrezgene","external_gene_id","chromosome_name","start_position","end_position","Module.Color","Module.name","kME.CD1.turquoise","kME.CD2.blue","kME.CD3.brown","kME.CD4.yellow","kME.CD5.green","kME.CD6.red","kME.CD7.black","kME.CD8.pink","kME.CD9.magenta","kME.CD10.purple","kME.CD11.greenyellow","kME.CD12.tan","kME.CD13.salmon"
"ENSG00000086061","ENSG00000086061",3301,"DNAJA1","9",33025209,33039905,"green","CD5",0.0136003496081572,-0.392796395658411,0.0396544578851447,-0.288087617319772,0.625728160378926,-0.402791019747894,0.523485044524102,-0.414262459088777,-0.244680118198149,0.439842127509752,-0.0127735490963578,-0.20332820936805,0.385918777129807
"ENSG00000086065","ENSG00000086065",51510,"CHMP5","9",33264940,33281977,"green","CD5",-0.284754736595332,-0.389122140159298,0.145693300313754,-0.161758275432202,0.680240210021707,-0.478707058689014,0.689894784250007,-0.645040495610724,-0.569589532949149,0.298758156706145,-0.025038872831427,-0.127667390560467,0.26292248217129
"ENSG00000086102","ENSG00000086102",4799,"NFX1","9",33290509,33371155,"grey","CD0",0.00402910172419772,-0.209602901259833,0.0623245132272527,-0.022127776430841,0.292875142774389,-0.142487821019993,0.263405850386857,-0.194243667051721,-0.163368552429172,0.201229146626764,-0.149990396469591,-0.0121188490698947,0.18288523846257
"ENSG00000086159","ENSG00000086159",363,"AQP6","12",50360977,50370922,"blue","CD2",0.0229049407063315,0.501414079739979,-0.203867188972199,0.00862826280206688,-0.339237531318404,0.475729174672808,-0.442786946933271,0.391327416624677,0.0364270323157471,-0.179536107961451,-0.0584315686703221,0.12265475375719,-0.181945372928855
"ENSG00000086189","ENSG00000086189",27292,"DIMT1","5",61683081,61699766,"grey","CD0",-0.119320722872581,-0.284328702297332,0.317347514302593,0.0488154427319216,0.210685649620488,-0.275065319697915,0.404139554411123,-0.289899306089466,-0.0351642871893937,0.113717434340479,0.146985891922518,-0.0783776112369565,0.0177985439394081
"ENSG00000086232","ENSG00000086232",27102,"EIF2AK1","7",6061881,6098861,"grey","CD0",0.185313736404107,-0.349467813267406,0.0749772666616374,-0.0531690934970986,0.353636463706976,-0.186070607113458,0.303236683702587,-0.147637495211303,-0.0259722834596916,0.317145794363562,-0.170688537485725,-0.115069889456432,0.363829857522048
"ENSG00000086288","ENSG00000086288",51314,"NME8","7",37888199,37940003,"grey","CD0",-0.0899223242156976,0.360150358501492,0.0777532033220253,0.00250966872781205,-0.261568125256317,0.174643718188385,-0.211002928158549,0.0979512362993765,0.0484447691708607,-0.172312530946001,0.089395826665425,0.0510946627365441,-0.186807435168962
"ENSG00000086300","ENSG00000086300",29887,"SNX10","7",26331541,26413949,"green","CD5",0.230983675448154,-0.29047053326949,-0.286247457845013,-0.530732694816202,0.791501487464793,-0.353098322885688,0.412298765227486,-0.325401760907179,-0.418543398949637,0.578465212431718,-0.223474909898546,-0.204492126199522,0.696333669104849
"ENSG00000086475","ENSG00000086475",22929,"SEPHS1","10",13359424,13390297,"grey","CD0",0.00376309590596471,-0.304267557176792,0.18028505990281,0.184467439962579,0.176636542722117,-0.154927335782073,0.309108494237569,-0.103493906586086,0.00908530089480103,0.0536246337269514,0.0194987100229487,0.0907530739327211,0.0604585780194225
"ENSG00000086504","ENSG00000086504",10573,"MRPL28","16",417384,420527,"turquoise","CD1",0.557154683389609,-0.0661430268165943,-0.297156829218097,-0.403829254076661,0.279390581951893,0.1242682112957,-0.150083670878513,0.272683822583271,0.141786191368074,0.574482597610229,-0.158640195153319,-0.0756906912142655,0.440023653487974
"ENSG00000086506","ENSG00000086506",3049,"HBQ1","16",230452,231180,"turquoise","CD1",0.442409239869562,0.206661791479748,-0.278258821848176,-0.337517461183017,0.0610888424350154,0.25956444936604,-0.314291692798622,0.410350477510243,0.185272119239573,0.333398447645372,-0.185818886381055,0.05809943521684,0.223191851622568
"ENSG00000086544","ENSG00000086544",80271,"ITPKC","19",41223008,41246765,"grey","CD0",0.0660608547764463,0.194673222647799,-0.0878898143269079,0.118990996857889,-0.236127381359317,0.178412801788624,-0.227612891526445,0.225354488685632,0.153720249854411,-0.145492993291993,0.0508009239453946,0.0151301602051315,-0.11273974092818
"ENSG00000086548","ENSG00000086548",4680,"CEACAM6","19",42254885,42276113,"grey","CD0",-0.0695937314056041,0.378161598420107,-0.102615514989101,0.0364151744966578,-0.312368090120604,0.408667845866233,-0.315906263885897,0.258385399658687,0.0427346085507193,-0.220221851716316,0.160427913946225,0.17688666270154,-0.234132630262699
"ENSG00000086570","ENSG00000086570",2196,"FAT2","5",150883654,150948505,"grey","CD0",0.0550247339437732,0.345956925081719,-0.163262009640558,-0.0229108546286617,-0.222381360841946,0.408261914621725,-0.314689374566153,0.302476315975806,0.0759587514547552,-0.0926398800494119,-0.00373104651287963,0.108061788875895,-0.0832263157415631
"ENSG00000086589","ENSG00000086589",55696,"RBM22","5",150070356,150080669,"black","CD7",-0.174469731014939,-0.532989893275556,0.491179124415225,0.098259906831587,0.322739602220728,-0.483810921988066,0.599153597773463,-0.465586571033062,-0.0773291498267855,0.148449511202954,0.1628783270804,-0.113602296037034,0.0540355335185674
"ENSG00000086598","ENSG00000086598",10959,"TMED2","12",124069078,124083116,"black","CD7",-0.112033075701002,-0.457543867606732,0.245103613518468,-0.0432828660101938,0.600566506266691,-0.447903589071756,0.672090349287447,-0.5150470349488,-0.280740506112208,0.383522087258867,0.111996553235713,-0.21150628769103,0.260854894038933
"ENSG00000086619","ENSG00000086619",56605,"ERO1LB","1",236378855,236445319,"grey","CD0",0.0590240021040805,-0.299942839930555,0.0425565337414638,-0.06343792128129,0.304424322750065,-0.254664386500982,0.311924198786518,-0.168859479995608,-0.0468068938231117,0.231185868503845,0.0249872384783653,-0.0861798755183349,0.178731207564465
"ENSG00000086696","ENSG00000086696",3294,"HSD17B2","16",82068609,82132139,"blue","CD2",-0.12298635196515,0.474271084933541,-0.110069406233411,-0.0256562381919994,-0.233538448964771,0.330531770190286,-0.272252867579026,0.151708363221505,-0.112816663590524,-0.181464254378749,0.0491923538439209,0.117862779657533,-0.169693082478031
"ENSG00000086717","ENSG00000086717",5475,"PPEF1","X",18694029,18846039,"grey","CD0",0.339503833840177,-0.130621436109543,-0.231958001457201,-0.472258178972003,0.488055647465019,-0.0731218501453103,0.103687777831498,-0.0206322592253394,-0.222889689623025,0.530423520122519,-0.221945355532442,-0.0103090007286714,0.508183139668597
"ENSG00000086730","ENSG00000086730",7462,"LAT2","7",73613982,73644161,"grey","CD0",-0.276328986341522,0.31861641421156,0.0431523537233531,0.128205928354261,-0.312938843420479,0.198725552491065,-0.137003297678002,0.0431801072404567,0.0173315145652561,-0.323649726738244,0.438143846001396,0.133190559428385,-0.356676006337694
"ENSG00000086758","ENSG00000086758",10075,"HUWE1","X",53559057,53713673,"turquoise","CD1",0.455908909566526,-0.215033998447174,-0.0457239706127486,0.0134740872306463,0.0765975501119201,-0.0806918908769819,-0.0378771823696694,0.204775285569305,0.394747227083294,0.22408787501573,-0.203843433094923,-0.0277934678407891,0.311467217378265
"ENSG00000086827","ENSG00000086827",9183,"ZW10","11",113603909,113644533,"grey","CD0",-0.0986928289598236,-0.153178309367651,0.0972311518555545,-0.129661956218755,0.338153779354292,-0.362282722224067,0.371850115017251,-0.385078024800612,-0.275354328839925,0.178679412476623,-0.0337823371995327,-0.128429370413711,0.187504303418942
"ENSG00000086848","ENSG00000086848",79796,"ALG9","11",111652919,111742305,"grey","CD0",0.185163243515126,-0.382898655614125,0.108100752801812,-0.0154972367808769,0.356271789739401,-0.305371689141322,0.364148751647695,-0.175547092042411,0.10511419653156,0.363002070254867,0.0371243351326641,-0.129106168932697,0.286879361623663
"ENSG00000086967","ENSG00000086967",4606,"MYBPC2","19",50936160,50969578,"grey","CD0",0.129732682118726,0.235130911509714,-0.228985609826282,-0.0765273208061715,-0.0664917162925403,0.271637442750795,-0.225243332029858,0.251855617041933,0.0463481049614579,0.0395175148698567,-0.117598605688462,0.0103292124963633,0.0226967806701025
"ENSG00000086991","ENSG00000086991",50507,"NOX4","11",89057524,89322779,"grey","CD0",0.00708068929116466,0.120841601884148,-0.0427147991198732,-0.0964502128020793,-0.0391174595119825,0.0410268928031828,-0.0956953246088625,0.0134206877838853,-0.0186341100261778,0.0154287911665811,0.0432996698986225,0.0990944223155181,0.00858105111652875
"ENSG00000087053","ENSG00000087053",8898,"MTMR2","11",95566046,95658479,"grey","CD0",0.0994448048736854,-0.358192154453849,0.298354565845287,-0.289519509450799,0.450728456802682,-0.347327352203216,0.429852420830789,-0.30447905430526,-0.0435166336498861,0.416964887487502,-0.0788338550581291,-0.214137597084543,0.328080768546923
"ENSG00000087074","ENSG00000087074",23645,"PPP1R15A","19",49375649,49379314,"grey","CD0",0.0628380727187715,0.0513665663118212,-0.0651795948307091,0.0194072443830855,-0.0377133485637956,0.000694650857120616,-0.0498327401918079,0.0703716124037181,0.0478578400658215,-0.0149366500092889,0.000228166944547757,0.0789764785190912,-0.0267503284648809
"ENSG00000087076","ENSG00000087076",51171,"HSD17B14","19",49316274,49339935,"pink","CD8",0.147295995098586,0.118300624234321,-0.120404549520524,0.299671992314045,-0.318741797974666,0.384220950127326,-0.333613284638993,0.460441180827755,0.294510041194151,-0.106841058990825,0.163699321990527,0.160032160968488,-0.23228802320469
"ENSG00000087077","ENSG00000087077",102466755,"TRIP6","7",100464760,100471076,"yellow","CD4",-0.234418371130615,0.0433152769583148,0.350943500145151,0.707504430863053,-0.484444510778263,0.141092112728745,-0.0827841200451288,0.141358057531679,0.330141486950622,-0.433544462295031,0.361192687029721,0.226088685987115,-0.560589223659997
"ENSG00000087085","ENSG00000087085",43,"ACHE","7",100487615,100494594,"turquoise","CD1",0.651568452053421,-0.0708299108842777,-0.226760048669461,-0.363450021116994,0.171223375868405,0.00416484584514185,-0.207736950394292,0.322344422911515,0.396133723664615,0.481563335111918,-0.278896735814586,-0.173059456913894,0.445879984937142
"ENSG00000087087","ENSG00000087087",51593,"SRRT","7",100472733,100486285,"grey","CD0",0.0256748185984916,-0.115624777940109,0.217280026182363,0.126015237072451,-0.0888462148642345,0.0010394971905713,0.0964038017227231,0.0879231634420237,0.269176350761114,-0.082122466635123,0.0549529200745917,0.0574326308253519,-0.109041307302645
"ENSG00000087088","ENSG00000087088",581,"BAX","19",49458072,49465055,"grey","CD0",0.0927323759515784,-0.0477931435856407,-0.0123903977654616,0.0314181673457849,-0.0275956820875076,0.296309134152834,-0.0635781886316682,0.251479838104308,0.190561164521128,0.0843207153394417,0.0800217634123787,0.0890260095592726,-0.0561128162939986
"ENSG00000087095","ENSG00000087095",51701,"NLK","17",26368763,26523407,"green","CD5",0.329429930642961,-0.398752713598921,-0.210712837689868,-0.406282176477779,0.687761334670231,-0.369278509621315,0.367263427440199,-0.243666726398613,-0.203783959239728,0.538854157841311,-0.383197710098157,-0.238211808433493,0.722788336585912
"ENSG00000087116","ENSG00000087116",9509,"ADAMTS2","5",178537852,178772431,"blue","CD2",-0.0302896211255581,0.519610900483603,-0.233432779119107,-0.109170617613291,-0.262726214908892,0.352262470332059,-0.396901908674606,0.235397166379867,-0.0697394010470505,-0.170718572656327,-0.0901804287398682,0.069839106904763,-0.132340155311912
"ENSG00000087157","ENSG00000087157",9489,"PGS1","17",76374721,76421195,"grey","CD0",0.349745418570101,-0.219805391909485,0.127499129790117,-0.128681425797808,0.132111781464031,-0.104713470499452,0.0898064616958724,0.117188188232957,0.424943910268077,0.314786120339713,0.0417909621590724,-0.0908921358169735,0.208375588349331
"ENSG00000087191","ENSG00000087191",5705,"PSMC5","17",61904512,61909379,"grey","CD0",0.307485650286208,-0.381182118765351,0.00828375392765115,-0.213607375001056,0.51632303360795,-0.209799014132545,0.328000117975046,-0.133758302713649,0.0171294468368686,0.593379345437366,-0.0596990121599621,-0.100470343050974,0.475784767315186
"ENSG00000087206","ENSG00000087206",51720,"UIMC1","5",176332006,176449634,"grey","CD0",0.0715802435193771,-0.235889545698445,0.156244317861237,0.169306595990813,-0.0255648938964889,-0.0883154682559638,0.113587464035661,0.0232517243837775,0.257784844525667,0.00822927281197369,0.101915285860951,0.0830461749498092,-0.0337372732491396
"ENSG00000087237","ENSG00000087237",1071,"CETP","16",56995762,57017757,"blue","CD2",-0.0855858437235127,0.442926820625802,-0.143348014378446,-0.0589568796560015,-0.21658296378029,0.305966959538362,-0.281564320823346,0.172208374633442,-0.12581441248645,-0.17592585585464,0.00356679216604214,0.190667163190456,-0.132620831497432
"ENSG00000087245","ENSG00000087245",4313,"MMP2","16",55423612,55540603,"grey","CD0",-0.147109096427582,0.410359829596971,-0.00399172741297632,0.0555073773081989,-0.299115441763962,0.215678793462382,-0.237865113120482,0.127094087868024,-0.00238037497655838,-0.231567884341411,0.322114783901074,0.37800240424166,-0.314467687199084
"ENSG00000087258","ENSG00000087258",2775,"GNAO1","16",56225302,56391356,"turquoise","CD1",0.512705703173674,0.0393961962546444,-0.315914355711804,-0.30322066712788,0.0262325933761084,0.0638579899141617,-0.311003386839673,0.307039087677549,0.219835457066841,0.225524114049265,-0.302818109205099,-0.185709264524706,0.314816395334846
"ENSG00000087263","ENSG00000087263",55239,"OGFOD1","16",56485402,56513012,"grey","CD0",0.248304496737064,-0.281305064130732,0.0423618122456719,-0.288892679386397,0.411143331149414,-0.261157350591596,0.221013558529721,-0.16390025898097,-0.0102005695321767,0.511701442869489,-0.0716698034941093,-0.208075657208137,0.368911646090382
"ENSG00000087266","ENSG00000087266",6452,"SH3BP2","4",2794750,2842825,"grey","CD0",-0.116850725907593,0.465766190307978,-0.112981922736734,0.332487673750909,-0.43993237721627,0.395825616537203,-0.386798857074716,0.318165323779421,0.0803474776874203,-0.370226129883998,0.108599631163005,0.139929356601173,-0.32733197237451
"ENSG00000087269","ENSG00000087269",8602,"NOP14","4",2939660,2965112,"grey","CD0",0.246592545096444,-0.212911384386691,-0.0245067457937151,0.0661731769023812,0.0326151132806277,0.0221580324450517,0.00324881889055654,0.174193842232001,0.287937662663527,0.140159560621877,-0.0549169075104972,0.0348640318877624,0.154077144312553
"ENSG00000087274","ENSG00000087274",118,"ADD1","4",2845584,2931803,"grey","CD0",0.155477469612249,-0.348337049539793,0.2462470581427,0.32681496717888,0.0911150611870634,-0.156631610784803,0.245889746085975,-0.0451760591663446,0.243739183623488,0.105646749143919,-0.0813439345300893,-0.113152882420259,0.122068980783373
"ENSG00000087302","ENSG00000087302",51637,"C14orf166","14",52456193,52471420,"green","CD5",-0.0156076482973501,-0.542742972110674,0.280776114249401,-0.0717296168556837,0.607386438739345,-0.360073631076715,0.619879329896384,-0.378114920565905,-0.127181514573885,0.481993462760667,0.144795130500749,-0.119211525433511,0.276714252142242
"ENSG00000087303","ENSG00000087303",22795,"NID2","14",52471521,52535712,"grey","CD0",-0.106004561007552,0.0816995368298693,0.223439262332068,-0.0184894588629331,-0.128846894197627,0.00984381639511611,0.00126789177504636,0.0161565669823272,0.099281973254685,-0.111230527009748,0.12363960703824,0.33028533679017,-0.20339046096691
"ENSG00000087338","ENSG00000087338",64395,"GMCL1","2",70056774,70108528,"grey","CD0",-0.0288152732791392,-0.411824559933611,0.151912550060833,-0.0484539033643171,0.466781714101817,-0.444525379670917,0.521550371636593,-0.398646274854418,-0.158809981969825,0.227999704294667,-0.134804672187754,-0.147284174828578,0.299197632470738
"ENSG00000087365","ENSG00000087365",10992,"SF3B2","11",65818200,65836779,"turquoise","CD1",0.386036606588526,-0.336362897029978,0.169930074402424,-0.0211095529127725,0.170577310197857,-0.124659283251268,0.134109270105479,0.0980089794705562,0.414312779156257,0.388054042261807,0.00549425534604104,-0.162431447069339,0.241224643445253
"ENSG00000087460","ENSG00000087460",2778,"GNAS","20",57414773,57486247,"turquoise","CD1",0.419885203037408,-0.0280367952225027,-0.297138118721246,-0.26526212232596,0.232953837331508,0.0187061278251474,-0.0675925351745407,0.176486159146568,0.110429240097139,0.302316339724157,-0.151552428239305,0.0014615652231414,0.475376466234874
"ENSG00000087470","ENSG00000087470",10059,"DNM1L","12",32832134,32898486,"green","CD5",0.23041139972378,-0.324193839160649,-0.17551830143089,-0.485176241862832,0.737414567007918,-0.298016025822304,0.393678308253869,-0.3016175392304,-0.363926443607323,0.597604694216217,-0.262247698129811,-0.184554360853861,0.666961254213741
"ENSG00000087494","ENSG00000087494",5744,"PTHLH","12",28111017,28125638,"grey","CD0",0.221965206969795,0.010291622423812,-0.29432569649873,-0.259385475490843,0.213269483578404,0.0508897755213247,-0.0692656823068099,0.119635553752201,-0.0898799022823021,0.273997039273031,-0.079715556802921,0.120449482016627,0.210169590335582
"ENSG00000087502","ENSG00000087502",51290,"ERGIC2","12",29490285,29534122,"green","CD5",-0.173251688898277,-0.473697557923168,0.156486910979049,-0.165471847661674,0.569430798102566,-0.397208475709174,0.585161819149467,-0.516699070964636,-0.401137463452659,0.279220473414652,-0.100729123163915,-0.202930379873172,0.277290812465118
"ENSG00000087510","ENSG00000087510",7022,"TFAP2C","20",55204358,55214339,"grey","CD0",-0.14459761376971,0.2018410374889,0.00463983838373538,0.319687936747464,-0.256261564151357,0.111200665708958,-0.119113303993137,0.0832120702429152,0.0177649883069533,-0.296144018286284,0.089657652607611,0.230978425100087,-0.256886958450802
"ENSG00000087586","ENSG00000087586",6790,"AURKA","20",54944445,54967393,"grey","CD0",0.00429351082359925,0.149196484945945,-0.0213212040055368,-0.0967963401539114,-0.0641693263685466,0.00329445269287279,-0.094191551101025,0.00447249792184043,-0.00191328824066078,-0.0183477172305772,0.0894382114761863,0.0556351209461523,0.0330423387240524
"ENSG00000087842","ENSG00000087842",8544,"PIR","X",15402921,15511687,"yellow","CD4",-0.264499664003435,-0.194816125689206,0.437784731246803,0.517559230241173,-0.16962720052123,-0.126660098391749,0.20508848663788,-0.137350965996692,0.143000641835439,-0.249298383108754,0.154192103032467,-0.00295780115405035,-0.307460362691801
"ENSG00000087884","ENSG00000087884",28971,"AAMDC","11",77532155,77629478,"brown","CD3",-0.262637131353448,-0.135941660809574,0.423885536901886,0.334947403662176,-0.169193693937957,0.0456455233465786,0.189784273560131,-0.0398140845246129,0.116978382381341,-0.190908256368925,0.249515761004353,0.101600188871438,-0.347649578261364
"ENSG00000087903","ENSG00000087903",101928900,"RFX2","19",5993175,6199583,"grey","CD0",-0.0715344583991457,0.44844578655205,-0.136159504969031,0.200554791283596,-0.432321427969622,0.396148259721563,-0.395955499865971,0.326801936055431,0.153003567145661,-0.342699554890949,0.047718438331031,0.152996651156291,-0.305549486099367
"ENSG00000087916","ENSG00000087916",11254,"SLC6A14","X",115567790,115592625,"grey","CD0",-0.0728125437471343,0.236459538023131,-0.0417463080877221,0.0519276670715567,-0.185960777853703,0.212999729200807,-0.175833186770414,0.103101866246712,-0.0108824918849885,-0.142556346320812,0.0119906123314709,0.103107282011092,-0.119169469993131
"ENSG00000087995","ENSG00000087995",339175,"METTL2A","17",60501228,60527454,"grey","CD0",-0.0205221137076735,-0.443227082528676,0.0593917717955056,-0.120608613046821,0.412251212320774,-0.329986353160456,0.364806872222507,-0.335922120048217,-0.22409159382769,0.296846819552342,-0.0350182967248949,-0.160647332960166,0.212140361485869
"ENSG00000088002","ENSG00000088002",6820,"SULT2B1","19",49055332,49102682,"red","CD6",0.13724023354691,0.398713072713937,-0.249020069902205,-0.113023367000643,-0.220897273230114,0.528124866300365,-0.398073493384615,0.429193890423704,0.0900237165056985,-0.0271399933390588,-0.0652250934344873,0.0719685991105804,-0.0576521838646714
"ENSG00000088035","ENSG00000088035",29929,"ALG6","1",63833261,63904233,"grey","CD0",-0.102586060487498,-0.384335311519616,0.337322904185058,0.102567825495353,0.267658903925809,-0.479195521906397,0.488906693126856,-0.371522086583939,-0.0271094331789934,0.0934061729196967,0.0241348251354508,-0.00477263560506418,0.0889828221523202
"ENSG00000088038","ENSG00000088038",4849,"CNOT3","19",54641444,54659419,"turquoise","CD1",0.52131975694646,-0.13691748480189,-0.0112092109213768,-0.093162152629598,-0.00654555852690552,-0.0157497754079585,-0.142891099018421,0.342131358547623,0.538476474637163,0.24232777220857,-0.154981595684506,-0.00909373420277013,0.215386584648765
"ENSG00000088053","ENSG00000088053",51206,"GP6","19",55525073,55549632,"grey","CD0",0.145865196917181,0.271901170048852,-0.185482931854457,-0.0403576410276746,-0.135211324814465,0.204688598786999,-0.285349479036011,0.220984462501658,0.113121123646905,-0.0192255012750482,-0.143069095421635,-0.0882404763847554,0.0383625393779534
"ENSG00000088179","ENSG00000088179",5775,"PTPN4","2",120517207,120741394,"grey","CD0",0.215808655456234,-0.132410143775206,-0.34037796514252,-0.412656204710657,0.409426617722195,-0.0923762349879593,0.0528241586876242,-0.0880311652426895,-0.2746123850129,0.370940693882394,-0.271888308649507,-0.124498499848786,0.479843900715354
"ENSG00000088205","ENSG00000088205",8886,"DDX18","2",118572226,118589955,"grey","CD0",0.0244495548892107,-0.309098503701821,0.279076410652316,-0.0231472405961897,0.199486760886576,-0.175921049427399,0.327102379291595,-0.16974210870552,0.0927809688327033,0.178279051964494,0.113885751310891,-0.0480673324364429,0.132978845590888
"ENSG00000088247","ENSG00000088247",8570,"KHSRP","19",6413359,6424805,"magenta","CD9",0.257633400685495,-0.0522816990146372,0.0999643689902762,0.122158869965307,-0.199760932745883,-0.0750315270607079,-0.111723054879354,0.214544081167183,0.474612759910323,-0.0632856379331777,-0.0112849170992206,-0.0189093173547174,-0.0697844314312614
"ENSG00000088256","ENSG00000088256",2767,"GNA11","19",3094408,3124002,"turquoise","CD1",0.4326038695831,-0.0408483048885192,-0.115061081112076,0.0942932280182711,-0.178746933851086,0.188840470145299,-0.246684242799628,0.460230772259211,0.514123719283647,0.0621855420891402,0.00871697965667337,0.1283653636313,0.0154508337980672
"ENSG00000088280","ENSG00000088280",55616,"ASAP3","1",23755056,23811061,"yellow","CD4",-0.14600767370515,0.304772191181134,0.0701875239836319,0.408914070879377,-0.442119935039813,0.237022828097026,-0.22474638208073,0.195927679216467,0.201277337660466,-0.386108261004427,0.159438134650845,0.14952147834777,-0.396228559270784
"ENSG00000088298","ENSG00000088298",55741,"EDEM2","20",33703167,33865928,"grey","CD0",0.0431505709272127,-0.0734844549383995,0.236408867360271,0.0428317447280776,-0.0459857018539332,-0.00543665291388902,0.0469997445994928,0.050991782430088,0.192486589084909,0.093747571057307,0.215489738356609,0.0284713792175609,-0.0758537017630962
"ENSG00000088305","ENSG00000088305",1789,"DNMT3B","20",31350191,31397162,"grey","CD0",-0.0213640824654771,0.255619252931066,0.000512036869456977,0.0997664485314727,-0.254585858205666,0.142955896646934,-0.210671269907056,0.170125820474677,0.128343827469058,-0.178353406443126,-0.0109618599814519,0.0783009299387401,-0.183490319873398
"ENSG00000088320","ENSG00000088320",28954,"REM1","20",30063096,30072708,"red","CD6",-0.00572272453087903,0.477501854388029,-0.191579637605074,-0.0453162301578213,-0.318056913507299,0.582554250969579,-0.423174223692766,0.423843265658303,0.0262348796065948,-0.190376618644292,-0.0530818895459212,0.257848250092385,-0.182574789934221
"ENSG00000088325","ENSG00000088325",22974,"TPX2","20",30327074,30389608,"grey","CD0",0.16816347596378,0.224184433725235,-0.252223899815457,-0.18721307096883,0.0243188593569813,0.0551150907470096,-0.168234562967239,0.107813170139237,0.00713373050633987,0.102970448817623,-0.055278537721285,-0.0145929905985439,0.16413306608027
"ENSG00000088340","ENSG00000088340",NA,"FER1L4","20",34146507,34195484,"blue","CD2",-0.0115949797186824,0.549679028860412,-0.229316450689767,0.0092629405642436,-0.374989098294987,0.334301823789845,-0.453420618363562,0.291604298516649,0.0817638036339029,-0.263421559288604,-0.0587927746587681,0.11968297965523,-0.17368877748043
"ENSG00000088367","ENSG00000088367",2036,"EPB41L1","20",34679426,34820721,"turquoise","CD1",0.744990152980536,-0.0862645149353951,-0.279263662028657,-0.249453544432761,0.0708095309117379,0.0769828031309629,-0.284748052391202,0.462801915200734,0.528712005468417,0.379481540262239,-0.253685889702455,-0.101470896334437,0.491443634938736
"ENSG00000088387","ENSG00000088387",23348,"DOCK9","13",99445741,99738879,"black","CD7",-0.0865183342932789,-0.433477065562536,0.466394666000979,-0.00408997472489076,0.273677277617714,-0.43516023428905,0.519630328373692,-0.357841319689434,0.0239438289564111,0.071995142821697,-0.0612149826725804,-0.166542767988602,0.0819037272029377
"ENSG00000088448","ENSG00000088448",55608,"ANKRD10","13",111530887,111567416,"grey","CD0",-0.111866920761562,-0.400256047762593,0.312298096560147,0.0586054043507079,0.231770001016701,-0.384221467101443,0.498395234805325,-0.340148253804909,0.0374612838897378,0.0389460014183745,0.0826810015892168,-0.122620330767644,0.0606438083445805
"ENSG00000088451","ENSG00000088451",23483,"TGDS","13",95226308,95248511,"brown","CD3",-0.392553761669574,-0.205151040478379,0.457636134976359,0.413297200378895,-0.103349298345394,-0.199452387639847,0.346189117626081,-0.270380414304856,-0.00641493462745918,-0.283540108105123,0.245531074369447,0.0885751322390291,-0.347965697992363
"ENSG00000088538","ENSG00000088538",1795,"DOCK3","3",50712672,51421629,"turquoise","CD1",0.605520951642248,-0.28642426943967,-0.198897082421136,-0.365593106601315,0.406745775060211,-0.107618162772108,0.0443885020135541,0.166783663733413,0.255130585509249,0.548097338861657,-0.295258979893414,-0.221494316642291,0.598407718285459
"ENSG00000088543","ENSG00000088543",51161,"C3orf18","3",50595462,50608458,"turquoise","CD1",0.5089627971248,0.172099647932994,-0.346218539235418,-0.124400833437925,-0.0487217606894495,0.343465588946347,-0.363393830995174,0.553443136886868,0.339070282679109,0.231264688122356,-0.139639884237997,0.132846390325064,0.239558540478001
"ENSG00000088726","ENSG00000088726",55287,"TMEM40","3",12775024,12810956,"grey","CD0",-0.0564393323677857,0.333011879449058,-0.135584358941695,0.00265165409176688,-0.23418106066059,0.428572984525465,-0.28564292151221,0.244872446409719,0.0133867126014953,-0.149390320282906,0.103851278124227,0.118514691055408,-0.184792197844861
"ENSG00000088756","ENSG00000088756",79822,"ARHGAP28","18",6729717,6915715,"grey","CD0",0.0126803654093387,0.20747014940112,-0.223641659706309,-0.0604136319305566,-0.0820172945127281,0.0969335304464129,-0.149952577738627,0.0841010495949673,-0.0972990354750401,-0.107225915089761,-0.0453532035109198,0.0775719851816938,-0.00626062017253839
"ENSG00000088808","ENSG00000088808",23368,"PPP1R13B","14",104200089,104313927,"turquoise","CD1",0.503780203387266,-0.0665521596517767,-0.336849010397793,0.0616063051051337,-0.0693039312272151,0.254639850577637,-0.238185328199208,0.498160525182836,0.432655421946507,0.125534413645062,-0.17768010002101,0.109463709351009,0.240163481268998
"ENSG00000088812","ENSG00000088812",8455,"ATRN","20",3451687,3631769,"salmon","CD13",0.443974869822353,-0.391234712799867,-0.124552969044079,-0.347137202252382,0.582148651706233,-0.359418889245685,0.325389581409999,-0.15718730236739,0.00815699274092328,0.580426405672347,-0.228062125698269,-0.255128723402971,0.655409497295518
"ENSG00000088826","ENSG00000088826",54498,"SMOX","20",4101627,4168394,"yellow","CD4",-0.279251094432464,0.116543953384392,0.326512102584403,0.706631332423406,-0.524725064857849,0.0602571697084792,-0.0904143891975125,0.0677201813172284,0.256174145346428,-0.489219444724148,0.254730928705349,-0.0113522905124885,-0.561870417973089
"ENSG00000088827","ENSG00000088827",6614,"SIGLEC1","20",3667617,3687775,"blue","CD2",-0.122849529924625,0.523338701354332,-0.170533059948074,0.0214130823093781,-0.274781646911883,0.292190207703635,-0.320191400923219,0.163361115025758,-0.0537362508829276,-0.222818067802628,0.136962315368962,0.22215267593795,-0.224189542433205
