# ALPHA = 0.05
# TOT_SETS = 14


# _SET1_ SET = blue
# _SET1_ NGENES = 1012
# _SET1_ P = 0.00311838
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
_SET1_     ENSG00000168787     6   29364416   29365448     11       2  23347       2.7644     0.002851
_SET1_     ENSG00000206474     6   29407083   29408731     19       5  23347      0.27466      0.39179
_SET1_     ENSG00000204688     6   29424958   29432105     26       6  23347      0.24875      0.40178
_SET1_     ENSG00000204618     6   30038043   30043664     44       7  23347      0.33687      0.36811
_SET1_     ENSG00000204613     6   30119722   30128711     34       8  23347     -0.72652      0.76624
_SET1_     ENSG00000204542     6   31079000   31080336     19       6  23347       2.8671    0.0020711
_SET1_     ENSG00000204539     6   31082867   31088223     76       9  23347       2.4529    0.0070846
_SET1_     ENSG00000204538     6   31105313   31107127     21      11  23347        4.419   4.9589e-06
_SET1_     ENSG00000204536     6   31110216   31126015    180      27  23347       3.0078    0.0013159
_SET1_     ENSG00000232810     6   31543344   31546113      5       2  23347       2.4758    0.0066475
_SET1_     ENSG00000204421     6   31686425   31689622     11       5  23347       2.1792     0.014659
_SET1_     ENSG00000204385     6   31830969   31846823     72      16  23347        2.169     0.015042
_SET1_     ENSG00000204296     6   32256303   32339684    910      29  23347       2.6204    0.0043913
_SET1_     ENSG00000204290     6   32361740   32374905    201      14  23347       6.4789   4.6207e-11
_SET1_     ENSG00000241106     6   32780540   32784825     37      10  23347       5.9964   1.0086e-09
_SET1_     ENSG00000204248     6   33130458   33160276    110      19  23347        2.276     0.011422
_SET1_     ENSG00000096395     6   33762450   33771788     39       8  23347     -0.93726      0.82569
_SET1_     ENSG00000124664     6   34505579   34524110     61      18  23347      0.41482      0.33914
_SET1_     ENSG00000137392     6   35762759   35765088     15       7  23347    -0.037303      0.51488
_SET1_     ENSG00000146192     6   36973422   36996846     88      27  23347     -0.15434      0.56133
_SET1_     ENSG00000112164     6   39016574   39055519    205      22  23347      0.43373      0.33224
_SET1_     ENSG00000164626     6   39156749   39197226    192      29  23347       1.1223      0.13087
_SET1_     ENSG00000112212     6   41010293   41012076      3       1  23347     -0.91552      0.82004
_SET1_     ENSG00000124701     6   41021043   41032250     29       5  23347     -0.83908      0.79929
_SET1_     ENSG00000124731     6   41235664   41254457     73      21  23347        2.368    0.0089411
_SET1_     ENSG00000096264     6   41303393   41318625     78      14  23347      0.41825      0.33788
_SET1_     ENSG00000096088     6   41704449   41721847     63      23  23347       2.2561     0.012032
_SET1_     ENSG00000048545     6   42123144   42147794    134      24  23347     -0.94422      0.82747
_SET1_     ENSG00000124813     6   45295894   45632086   1099      83  23347       2.2166     0.013325
_SET1_     ENSG00000112818     6   46761127   46807515    174      25  23347     -0.21217      0.58401
_SET1_     ENSG00000124812     6   49801970   49844809    142      14  23347      -1.3949      0.91847
_SET1_     ENSG00000112115     6   52051185   52055436     11       5  23347       1.6996     0.044602
_SET1_     ENSG00000174156     6   52761437   52774483     42      11  23347     -0.29279      0.61516
_SET1_     ENSG00000137270     6   52991762   53013627     83      18  23347      0.93695      0.17439
_SET1_     ENSG00000135312     6   78171948   78173490      5       2  23347      0.26383      0.39595
_SET1_     ENSG00000135346     6   87795216   87804824     32       7  23347      0.58238      0.28016
_SET1_     ENSG00000111886     6   89966927   90025018    247      42  23347      0.54636      0.29241
_SET1_     ENSG00000112246     6  100832891  100912805    230      34  23347     -0.10364      0.54127
_SET1_     ENSG00000135569     6  132909731  132910877      3       2  23347       0.7682      0.22119
_SET1_     ENSG00000146378     6  132938161  132945414     41      12  23347       2.1641     0.015228
_SET1_     ENSG00000093134     6  133043926  133055904     58      12  23347     -0.59587      0.72437
_SET1_     ENSG00000111981     6  150285143  150294846     63      12  23347     0.017294       0.4931
_SET1_     ENSG00000091831     6  151977826  152450754   1822     110  23347    -0.093914      0.53741
_SET1_     ENSG00000112499     6  160592093  160698670    389      34  23347       1.5986     0.054956
_SET1_     ENSG00000213071     6  160874460  160932156    166      28  23347      0.32517      0.37253
_SET1_     ENSG00000122194     6  161123270  161174347    181      24  23347      -0.2434      0.59615
_SET1_     ENSG00000164458     6  166571144  166582188     58      11  23347     -0.69465      0.75636
_SET1_     ENSG00000120436     6  167569759  167571817      4       2  23347      0.15501      0.43841
_SET1_     ENSG00000153303     6  168456425  168482237    154      26  23347     -0.37952      0.64785
_SET1_     ENSG00000231690     6  170190417  170202969     67      10  23347     -0.20913      0.58283
_SET1_     ENSG00000106541     7   16831435   16873057    238      21  23347     -0.06033      0.52405
_SET1_     ENSG00000105991     7   27132612   27135615      7       5  23347      0.95801      0.16903
_SET1_     ENSG00000105996     7   27139721   27142430      6       3  23347     -0.47319      0.68196
_SET1_     ENSG00000106004     7   27180671   27183287      7       3  23347       2.5057      0.00611
_SET1_     ENSG00000005073     7   27221129   27224842      9       5  23347       3.2537   0.00056964
_SET1_     ENSG00000106100     7   30464143   30518400    140      22  23347      0.77329      0.21968
_SET1_     ENSG00000106113     7   30692200   30739745    160      37  23347      -1.7484       0.9598
_SET1_     ENSG00000106128     7   30978284   31032869    236      43  23347      -1.0481       0.8527
_SET1_     ENSG00000078967     7   43966037   43995735    106      21  23347       2.7374    0.0030962
_SET1_     ENSG00000015520     7   44552134   44580914     78      17  23347      0.92802       0.1767
_SET1_     ENSG00000185811     7   50343720   50472799    307      58  23347      0.93485      0.17493
_SET1_     ENSG00000188763     7   72848109   72850450      5       3  23347        1.334     0.091098
_SET1_     ENSG00000165215     7   73183328   73184600      3       1  23347       1.5047     0.066197
_SET1_     ENSG00000189143     7   73213872   73247014     84       9  23347       2.4219    0.0077189
_SET1_     ENSG00000004948     7   93053799   93204042    454      34  23347     -0.49982       0.6914
_SET1_     ENSG00000005421     7   94926988   95025673    366      33  23347      -1.2114      0.88712
_SET1_     ENSG00000160870     7   99302660   99332819     75       6  23347     -0.74077      0.77058
_SET1_     ENSG00000160868     7   99354604   99381888     33      14  23347      0.65394      0.25657
_SET1_     ENSG00000021461     7   99425636   99463718     97      12  23347      0.79016      0.21472
_SET1_     ENSG00000066923     7   99775186   99819111    125      12  23347      0.20139       0.4202
_SET1_     ENSG00000106404     7  100875373  100882101     15       6  23347       1.7416     0.040791
_SET1_     ENSG00000160999     7  101928405  101962178    111      34  23347        1.761     0.039116
_SET1_     ENSG00000091128     7  107663993  107770801    279      27  23347     0.019084      0.49239
_SET1_     ENSG00000128519     7  122634759  122635754      2       1  23347      -1.7313       0.9583
_SET1_     ENSG00000106304     7  123565286  123611468    134      24  23347      -0.5267       0.7008
_SET1_     ENSG00000106328     7  127231463  127242198     31       9  23347      -1.0876      0.86162
_SET1_     ENSG00000106331     7  127250346  127255982     19       6  23347      -1.1713      0.87926
_SET1_     ENSG00000174697     7  127881337  127897681     52      15  23347      -1.5085      0.93429
_SET1_     ENSG00000128602     7  128828713  128853386     96      20  23347       -0.698      0.75741
_SET1_     ENSG00000158516     7  129906667  129929638     74      12  23347       1.4788     0.069595
_SET1_     ENSG00000159763     7  142829170  142836839     26       7  23347       1.2269      0.10994
_SET1_     ENSG00000146904     7  143087382  143105985     55      18  23347        1.443     0.074504
_SET1_     ENSG00000176227     7  143268819  143271478      1       1  23347       1.2128       0.1126
_SET1_     ENSG00000213215     7  143657027  143658108      3       1  23347     -0.14253      0.55667
_SET1_     ENSG00000002726     7  150521715  150558592    202      17  23347       1.1635      0.12231
_SET1_     ENSG00000164778     7  155250824  155257526     34      10  23347      0.94325      0.17278
_SET1_     ENSG00000164822     8    6782215    6783598      8       4  23347     -0.32952      0.62912
_SET1_     ENSG00000136574     8   11534468   11617511    341      44  23347     -0.49472       0.6896
_SET1_     ENSG00000156006     8   18248755   18258728     55      11  23347      -1.2293      0.89052
_SET1_     ENSG00000104611     8   19171128   19253729    336      46  23347     -0.13755       0.5547
_SET1_     ENSG00000147443     8   21766384   21771371     13       6  23347       2.6252    0.0043304
_SET1_     ENSG00000168487     8   22022249   22069839    189      34  23347      0.10765      0.45714
_SET1_     ENSG00000069206     8   24298443   24384483    282      28  23347       0.9926      0.16045
_SET1_     ENSG00000120903     8   27317279   27337400     94      20  23347     -0.51839      0.69791
_SET1_     ENSG00000133874     8   33405273   33424643     63      11  23347      0.76681       0.2216
_SET1_     ENSG00000188778     8   37820516   37824483      5       1  23347       -1.106      0.86563
_SET1_     ENSG00000196115     8   39172110   39274897    317      38  23347     -0.24158      0.59545
_SET1_     ENSG00000168619     8   39442008   39587583    386      30  23347      0.17562       0.4303
_SET1_     ENSG00000131203     8   39759794   39785963     63      15  23347    -0.080367      0.53203
_SET1_     ENSG00000147536     8   41386725   41402565     62      20  23347     -0.99283       0.8396
_SET1_     ENSG00000147596     8   70963886   70983928     65      17  23347      0.73355      0.23161
_SET1_     ENSG00000133742     8   86239837   86291243    115      25  23347       1.9976      0.02288
_SET1_     ENSG00000170289     8   87566205   87755903    647      53  23347      -1.4374       0.9247
_SET1_     ENSG00000155087     8  103563800  103573245     53       8  23347     -0.88436      0.81175
_SET1_     ENSG00000174417     8  110098850  110131813    110      18  23347      -1.8817      0.97006
_SET1_     ENSG00000132297     8  133073733  133123406    249      39  23347       1.2947     0.097706
_SET1_     ENSG00000042832     8  133879203  134147147   1062      64  23347       0.6727      0.25057
_SET1_     ENSG00000104415     8  134203282  134242587    149      37  23347       2.0458     0.020387
_SET1_     ENSG00000104499     8  143915663  143997922    399      16  23347     -0.20304      0.58045
_SET1_     ENSG00000160882     8  143953772  143961262     56       9  23347     -0.21002      0.58317
_SET1_     ENSG00000160973     8  145698795  145701718      4       2  23347       1.1016      0.13531
_SET1_     ENSG00000160957     8  145736667  145743229     26       9  23347       1.1871       0.1176
_SET1_     ENSG00000120210     9    5131979    5185668    174       8  23347       6.4194   6.8385e-11
_SET1_     ENSG00000120211     9    5231419    5235304      7       2  23347       5.9548   1.3022e-09
_SET1_     ENSG00000197646     9    5510545    5571282    182      40  23347       1.9559     0.025238
_SET1_     ENSG00000120215     9    5890802    5910606     55      15  23347     -0.50156      0.69201
_SET1_     ENSG00000147869     9   14719722   14722715     18       6  23347     -0.36729       0.6433
_SET1_     ENSG00000173068     9   16409501   16870841   1729      92  23347      0.97807      0.16402
_SET1_     ENSG00000137080     9   21165636   21166659      3       2  23347      0.84951       0.1978
_SET1_     ENSG00000236637     9   21186617   21187598      4       2  23347     -0.76754      0.77862
_SET1_     ENSG00000214042     9   21201468   21202204      1       1  23347     -0.73392       0.7685
_SET1_     ENSG00000186803     9   21206180   21207142     12       3  23347     -0.82924      0.79652
_SET1_     ENSG00000233816     9   21367371   21368075      1       1  23347      0.11531       0.4541
_SET1_     ENSG00000122711     9   33218363   33248565    132      15  23347    -0.020728      0.50827
_SET1_     ENSG00000165272     9   33441152   33447609     22      10  23347       0.2762       0.3912
_SET1_     ENSG00000122735     9   34457412   34520982    140      27  23347      0.33717      0.36799
_SET1_     ENSG00000137078     9   35649292   35650937      4       2  23347       1.0435      0.14837
_SET1_     ENSG00000107159     9   35673853   35681156     24      10  23347      0.74716      0.22748
_SET1_     ENSG00000122718     9   35957105   35958151      5       2  23347      0.99195      0.16061
_SET1_     ENSG00000165059     9   71627469   71629039      3       2  23347     -0.63039      0.73578
_SET1_     ENSG00000197506     9   86890372   86955672    276      38  23347      0.47073      0.31892
_SET1_     ENSG00000130957     9   97321002   97356075    212      18  23347     -0.94302      0.82717
_SET1_     ENSG00000158169     9   97861336   98079991    319      33  23347      0.59672      0.27535
_SET1_     ENSG00000136872     9  104182860  104198105     59      13  23347      -1.1156      0.86771
_SET1_     ENSG00000187003     9  111624603  111626035      4       2  23347      -1.0623      0.85594
_SET1_     ENSG00000181634     9  117546915  117568406     40      15  23347        7.572   1.8369e-14
_SET1_     ENSG00000106952     9  117656003  117692697    134      14  23347       1.7896     0.036763
_SET1_     ENSG00000173077     9  117904097  118164923   1109      70  23347       2.8827    0.0019713
_SET1_     ENSG00000148200     9  127279554  127533589    340      39  23347      -1.2736      0.89859
_SET1_     ENSG00000136944     9  129376722  129463311    319      49  23347      0.17227      0.43161
_SET1_     ENSG00000167157     9  132427920  132484875    260      32  23347      0.57297      0.28333
_SET1_     ENSG00000130711     9  133539981  133558368     60      16  23347       1.6061     0.054121
_SET1_     ENSG00000050555     9  133884469  133969860    382      52  23347     0.058134      0.47682
_SET1_     ENSG00000165702     9  135820932  135867083    232      52  23347     -0.48164      0.68497
_SET1_     ENSG00000175164     9  136125788  136150617    259      16  23347       1.0608      0.14439
_SET1_     ENSG00000160325     9  136325089  136335970     33      10  23347      0.28168      0.38909
_SET1_     ENSG00000130635     9  137533620  137736686   1140      94  23347      -0.6973      0.75719
_SET1_     ENSG00000122136     9  138437985  138441815     50       7  23347      -1.1614      0.87726
_SET1_     ENSG00000122133     9  138453602  138458801     23       7  23347       1.4172     0.078218
_SET1_     ENSG00000107187     9  139088096  139096955     26       9  23347       1.3729     0.084896
_SET1_     ENSG00000169692     9  139567595  139581875     57      19  23347     -0.30525      0.61991
_SET1_     ENSG00000178462    10    5435061    5446793     44       7  23347       1.3173     0.093868
_SET1_     ENSG00000178363    10    5566924    5568225      5       2  23347     -0.97647      0.83558
_SET1_     ENSG00000134460    10    6052652    6104288    277      40  23347        2.586    0.0048553
_SET1_     ENSG00000107485    10    8095567    8117161     94      18  23347       4.6044   2.0681e-06
_SET1_     ENSG00000152463    10   15074226   15115851    208      27  23347      0.63977      0.26116
_SET1_     ENSG00000107611    10   16865963   17171830   1465      92  23347      0.52739      0.29896
_SET1_     ENSG00000095777    10   26223196   26501456   1413      27  23347       0.4679      0.31993
_SET1_     ENSG00000169126    10   28064115   28287977    653      35  23347       1.2874      0.09897
_SET1_     ENSG00000204175    10   46994087   47005643     15       4  23347      -0.8497      0.80225
_SET1_     ENSG00000070748    10   50817141   50901925    291      46  23347     -0.90674      0.81773
_SET1_     ENSG00000148584    10   52559169   52645435    175      41  23347     -0.13102      0.55212
_SET1_     ENSG00000075073    10   71163659   71176623     52       9  23347      -1.4058       0.9201
_SET1_     ENSG00000197467    10   71561644   71724031    860     118  23347      0.71331      0.23783
_SET1_     ENSG00000148734    10   72007085   72043432    154      32  23347      0.93464      0.17499
_SET1_     ENSG00000177791    10   75391412   75401515     26       8  23347     0.053965      0.47848
_SET1_     ENSG00000166317    10   75404639   75423561     55       7  23347      0.24876      0.40177
_SET1_     ENSG00000079393    10   76854192   76868979     56      15  23347     -0.92799      0.82329
_SET1_     ENSG00000185303    10   81315608   81320153     63      22  23347     0.043081      0.48282
_SET1_     ENSG00000151224    10   82031576   82049440     68      15  23347       2.2784     0.011351
_SET1_     ENSG00000165841    10   96447911   96613017    560      27  23347     -0.53432      0.70344
_SET1_     ENSG00000138109    10   96698415   96749147    216      19  23347   -0.0033192      0.50132
_SET1_     ENSG00000023839    10  101542489  101611949    198      20  23347     -0.15879      0.56308
_SET1_     ENSG00000120054    10  101801950  101841634    143      27  23347      -1.6146       0.9468
_SET1_     ENSG00000075891    10  102495360  102589698    297      30  23347      0.60261      0.27339
_SET1_     ENSG00000095539    10  102729275  102745628     34       9  23347      0.59772      0.27501
_SET1_     ENSG00000107821    10  102821598  102827888     17      10  23347     -0.58399      0.72039
_SET1_     ENSG00000148795    10  104590288  104597290     22       5  23347       1.5362     0.062251
_SET1_     ENSG00000148702    10  115310596  115349361    207      37  23347     -0.37141      0.64483
_SET1_     ENSG00000187021    10  118349897  118368687     85      23  23347     -0.68434      0.75312
_SET1_     ENSG00000187908    10  124320181  124403252    349      30  23347       1.0595      0.14469
_SET1_     ENSG00000148848    10  127700950  128077024   1728     126  23347     -0.56649      0.71447
_SET1_     ENSG00000148773    10  129894923  129924649    125      26  23347       1.3394     0.090218
_SET1_     ENSG00000171794    10  135043778  135045062      8       4  23347        2.262      0.01185
_SET1_     ENSG00000151650    10  135050908  135055433     31       8  23347      0.32769      0.37157
_SET1_     ENSG00000142082    11     215458     236931    141      16  23347      0.94359      0.17269
_SET1_     ENSG00000184363    11     392614     404908     65      20  23347      0.91348      0.18049
_SET1_     ENSG00000099849    11     560404     564021     17       9  23347     -0.16152      0.56416
_SET1_     ENSG00000177666    11     818902     825573     19       7  23347      0.53896      0.29496
_SET1_     ENSG00000198788    11    1074875    1104419    200      21  23347     -0.99577      0.84032
_SET1_     ENSG00000130592    11    1874200    1913497    241      37  23347       3.6565   0.00012782
_SET1_     ENSG00000064201    11    2323227    2339430     97      18  23347      0.50866      0.30549
_SET1_     ENSG00000053918    11    2465914    2870339   1558     166  23347      0.58678      0.27867
_SET1_     ENSG00000182048    11    3631131    3658789    162      19  23347      -1.3363      0.90928
_SET1_     ENSG00000129744    11    3666358    3685646    160      31  23347    -0.010053      0.50401
_SET1_     ENSG00000167346    11    4726157    5013659   1496      61  23347      -0.4888      0.68751
_SET1_     ENSG00000182070    11    5172239    5207612    292      17  23347       1.2436      0.10682
_SET1_     ENSG00000213931    11    5289582    5526847   1623      57  23347      -1.7067      0.95606
_SET1_     ENSG00000175520    11    5528530    5531215      8       4  23347      0.76483      0.22218
_SET1_     ENSG00000110169    11    6452279    6463847     25       6  23347     -0.13925      0.55537
_SET1_     ENSG00000170748    11    7110165    7112379      7       3  23347      0.77283      0.21981
_SET1_     ENSG00000176029    11    8941623    8954553     43       9  23347       1.9561     0.025227
_SET1_     ENSG00000176009    11    8959119    8964580     32       6  23347       2.0501     0.020178
_SET1_     ENSG00000166483    11    9595228    9615004     49      14  23347     -0.13333      0.55303
_SET1_     ENSG00000110680    11   14988214   14993900     12       6  23347        1.449     0.073664
_SET1_     ENSG00000129152    11   17741115   17743678      8       5  23347     -0.11455       0.5456
_SET1_     ENSG00000129170    11   19203578   19232120    130      34  23347      0.25608      0.39895
_SET1_     ENSG00000184937    11   32409321   32457176    198      16  23347     -0.90792      0.81804
_SET1_     ENSG00000183242    11   32457064   32480315    122      15  23347     -0.73082      0.76756
_SET1_     ENSG00000135374    11   34500340   34535352    153      19  23347      0.44165      0.32937
_SET1_     ENSG00000052850    11   44281994   44331716    252      46  23347      -1.6529      0.95082
_SET1_     ENSG00000157613    11   46299212   46342972     95      21  23347    -0.049911       0.5199
_SET1_     ENSG00000134571    11   47352957   47374253     53      17  23347      0.14491      0.44239
_SET1_     ENSG00000123447    11   49426527   49437299     28       9  23347      -1.2459       0.8936
_SET1_     ENSG00000167825    11   55702932   55703876      8       2  23347      0.48868      0.31253
_SET1_     ENSG00000149124    11   58407899   58499447    394      34  23347       2.6671     0.003826
_SET1_     ENSG00000134812    11   59596741   59612974     33      12  23347       1.8111     0.035066
_SET1_     ENSG00000166930    11   60197062   60222687    115      21  23347      0.70613      0.24005
_SET1_     ENSG00000156738    11   60223225   60238233     38       8  23347       1.7952     0.036311
_SET1_     ENSG00000071203    11   60260251   60274903     79       6  23347       2.2359     0.012679
_SET1_     ENSG00000110448    11   60869867   60895324     76      18  23347       1.6709     0.047366
_SET1_     ENSG00000229859    11   60970779   60980570      3       2  23347       1.0422      0.14865
_SET1_     ENSG00000167994    11   61664773   61687741     57      20  23347     -0.47564      0.68283
_SET1_     ENSG00000149021    11   62172575   62190667     74      19  23347     -0.48331      0.68556
_SET1_     ENSG00000149452    11   62756626   62783311     53      22  23347       1.6567     0.048786
_SET1_     ENSG00000173264    11   64037534   64056972     48      21  23347       3.7557   8.6429e-05
_SET1_     ENSG00000257069    11   64059194   64072241     29      15  23347       2.0262      0.02137
_SET1_     ENSG00000168065    11   64323098   64340347     29       6  23347      0.68362      0.24711
_SET1_     ENSG00000168060    11   64812290   64826021     23       9  23347      0.73597      0.23087
_SET1_     ENSG00000172818    11   65554493   65564690     31       9  23347       1.9095     0.028102
_SET1_     ENSG00000172543    11   65647280   65651212     12       6  23347       2.2575     0.011987
_SET1_     ENSG00000174165    11   66288108   66313709     68      11  23347    -0.073975      0.52949
_SET1_     ENSG00000248746    11   66313866   66330800     43      10  23347       1.7782     0.037689
_SET1_     ENSG00000182791    11   66357640   66360554      3       2  23347       1.1246      0.13038
_SET1_     ENSG00000173156    11   66824289   66839484     35      10  23347       2.3591    0.0091605
_SET1_     ENSG00000173020    11   67033881   67054027     36      13  23347       1.4948     0.067486
_SET1_     ENSG00000167800    11   67398774   67407031     38       9  23347      0.53702      0.29563
_SET1_     ENSG00000006534    11   67776048   67796744     63      10  23347     0.099153      0.46051
_SET1_     ENSG00000254997    11   71259466   71260653      9       4  23347    -0.086997      0.53466
_SET1_     ENSG00000110195    11   71900602   71907345     21       6  23347      0.33175      0.37004
_SET1_     ENSG00000175591    11   72929343   72947397     50      17  23347     -0.24908      0.59835
_SET1_     ENSG00000171631    11   72975550   73009662     90      11  23347      0.53015        0.298
_SET1_     ENSG00000162139    11   74699179   74729938     58      14  23347     -0.29624      0.61647
_SET1_     ENSG00000085741    11   75897369   75921780     82      19  23347       1.3102      0.09507
_SET1_     ENSG00000182704    11   76493295   76509198     56      11  23347     -0.61564      0.73093
_SET1_     ENSG00000254550    11   76813886   76814377      2       1  23347      0.65705      0.25558
_SET1_     ENSG00000151364    11   77726761   77757237    144      17  23347        -1.13      0.87076
_SET1_     ENSG00000123892    11   87846410   87908635    276      30  23347      0.17657      0.42992
_SET1_     ENSG00000134640    11   92702886   92718232     52      11  23347     -0.56849      0.71515
_SET1_     ENSG00000137675    11  102562218  102576537     82      15  23347       1.1026       0.1351
_SET1_     ENSG00000110347    11  102733467  102745764     24       9  23347      0.11302      0.45501
_SET1_     ENSG00000137707    11  111338251  111383079    106      18  23347      -1.0332      0.84923
_SET1_     ENSG00000149295    11  113280318  113346413    207      29  23347     0.072541      0.47109
_SET1_     ENSG00000166736    11  113845603  113861035     58      13  23347      0.43894      0.33035
_SET1_     ENSG00000137634    11  114441313  114466484     70      21  23347       3.8837   5.1432e-05
_SET1_     ENSG00000110245    11  116700422  116703788     23       8  23347      0.44844      0.32692
_SET1_     ENSG00000118137    11  116706467  116708666     10       4  23347       1.1035      0.13491
_SET1_     ENSG00000137648    11  117947753  117992605    238      26  23347      0.90584      0.18251
_SET1_     ENSG00000198851    11  118175260  118186890     32       7  23347     -0.57152      0.71618
_SET1_     ENSG00000167286    11  118209669  118213459      6       2  23347    -0.088406      0.53522
_SET1_     ENSG00000160654    11  118215059  118225876     28       9  23347      0.32896      0.37109
_SET1_     ENSG00000110375    11  118795873  118829269    127      30  23347        2.204     0.013762
_SET1_     ENSG00000172367    11  119056166  119060932      3       2  23347     -0.19308      0.57655
_SET1_     ENSG00000137699    11  119981983  120056237    218      31  23347      -1.1532      0.87559
_SET1_     ENSG00000151704    11  128706210  128737268    102      22  23347     -0.98601      0.83794
_SET1_     ENSG00000043039    11  129245835  129322171    309      54  23347       1.7954     0.036293
_SET1_     ENSG00000197905    12    3068496    3149839    382      42  23347     -0.72467      0.76567
_SET1_     ENSG00000118972    12    4477393    4488894     40      12  23347     -0.80202      0.78873
_SET1_     ENSG00000111241    12    4537321    4554780     45      10  23347     -0.86706      0.80705
_SET1_     ENSG00000185652    12    5541278    5630702    299      48  23347      0.60423      0.27285
_SET1_     ENSG00000008323    12    6419602    6437672     51      10  23347       0.7951      0.21328
_SET1_     ENSG00000139193    12    6554033    6560884     33      18  23347      0.72977      0.23277
_SET1_     ENSG00000089692    12    6881678    6887621     15       9  23347     -0.43481      0.66815
_SET1_     ENSG00000111665    12    6953957    6961230     12       5  23347      0.49342      0.31086
_SET1_     ENSG00000111701    12    7801996    7818499     88      18  23347     -0.55265      0.70975
_SET1_     ENSG00000184344    12    7842378    7848372     32      12  23347      -2.0687      0.98071
_SET1_     ENSG00000126838    12    9301436    9360966    179      29  23347       1.1936      0.11632
_SET1_     ENSG00000121377    12   10954131   10955226      5       2  23347     -0.13754       0.5547
_SET1_     ENSG00000197870    12   11418857   11422739     13       7  23347      0.73291      0.23181
_SET1_     ENSG00000230657    12   11460017   11463369     20       7  23347     -0.56223      0.71302
_SET1_     ENSG00000251655    12   11504757   11548500    185      25  23347      -1.5752       0.9424
_SET1_     ENSG00000121380    12   12202778   12364018    685      78  23347     -0.56898      0.71531
_SET1_     ENSG00000013588    12   13043716   13070871    100      22  23347      0.47567      0.31715
_SET1_     ENSG00000111291    12   13093709   13105081     43      14  23347       1.0473      0.14747
_SET1_     ENSG00000013573    12   31226779   31257725    175      13  23347      0.22122      0.41246
_SET1_     ENSG00000167531    12   48961467   48963849      3       2  23347      0.37312      0.35453
_SET1_     ENSG00000135406    12   49687035   49692465     15       6  23347      0.26241       0.3965
_SET1_     ENSG00000135451    12   49717019   49725514     24       8  23347       1.2502      0.10561
_SET1_     ENSG00000167580    12   50344524   50352664     33       8  23347    -0.029845       0.5119
_SET1_     ENSG00000086159    12   50360977   50370922     20       7  23347     0.095378      0.46201
_SET1_     ENSG00000170545    12   51638342   51664674     83      15  23347      0.29419      0.38431
_SET1_     ENSG00000135443    12   52753790   52761265     28      11  23347       1.1686      0.12127
_SET1_     ENSG00000170454    12   52817854   52828309     32       6  23347    -0.031404      0.51253
_SET1_     ENSG00000172867    12   53038342   53045948     22      10  23347      0.73008      0.23267
_SET1_     ENSG00000167768    12   53068520   53074191     17       7  23347      -0.3869      0.65058
_SET1_     ENSG00000185069    12   53161939   53171129     35       9  23347    -0.052629      0.52099
_SET1_     ENSG00000170477    12   53200333   53208335     24       6  23347       2.2056     0.013707
_SET1_     ENSG00000167780    12   53497302   53518322    107      11  23347      -0.7664      0.77828
_SET1_     ENSG00000135409    12   53817639   53825318     20       3  23347       2.4635    0.0068791
_SET1_     ENSG00000123364    12   54332535   54340328     18       4  23347      -0.3164      0.62415
_SET1_     ENSG00000123388    12   54366910   54371427      5       1  23347     -0.55092      0.70916
_SET1_     ENSG00000180818    12   54378849   54384063      7       5  23347       -1.103      0.86498
_SET1_     ENSG00000037965    12   54402832   54407570      6       2  23347      0.51889      0.30192
_SET1_     ENSG00000273046    12   54410894   54429145     46       9  23347      0.03334       0.4867
_SET1_     ENSG00000123307    12   55413729   55423798     27       7  23347     -0.64506      0.74056
_SET1_     ENSG00000123342    12   56229217   56236750     12       7  23347      0.96977      0.16608
_SET1_     ENSG00000185664    12   56347889   56367101     27      13  23347     -0.73536      0.76894
_SET1_     ENSG00000139547    12   57345219   57353158     19       6  23347      0.09647      0.46157
_SET1_     ENSG00000166866    12   57422301   57444982     64      10  23347     -0.14224      0.55655
_SET1_     ENSG00000182379    12   57610578   57620232     36      11  23347       1.5802      0.05703
_SET1_     ENSG00000175189    12   57828543   57844611     42      11  23347       1.9321     0.026673
_SET1_     ENSG00000111012    12   58156117   58162769      8       3  23347       1.1963      0.11579
_SET1_     ENSG00000149948    12   66217911   66360075    297      46  23347     -0.15334      0.56094
_SET1_     ENSG00000084110    12   96366440   96390143    120      20  23347       1.8044     0.035583
_SET1_     ENSG00000012504    12  100867486  100958191    244      28  23347     -0.02527      0.51008
_SET1_     ENSG00000136011    12  103981051  104160505    737      91  23347      0.86009      0.19487
_SET1_     ENSG00000110887    12  109252708  109294819    178      37  23347       1.5756     0.057557
_SET1_     ENSG00000110921    12  110011060  110035067     82      18  23347      -1.3018      0.90351
_SET1_     ENSG00000111245    12  111348623  111358526     40       6  23347       1.6993     0.044628
_SET1_     ENSG00000089225    12  114791736  114846247    209      37  23347     -0.70153      0.75851
_SET1_     ENSG00000135100    12  121416346  121440315    113      22  23347      0.84749      0.19836
_SET1_     ENSG00000135114    12  121458095  121477045     62      20  23347     -0.45211      0.67441
_SET1_     ENSG00000158104    12  122277433  122301502     79      14  23347     -0.67487      0.75012
_SET1_     ENSG00000176383    12  122688090  122693499     17       5  23347       2.1857      0.01442
_SET1_     ENSG00000187848    12  133195366  133198972     19       6  23347     -0.61976      0.73229
_SET1_     ENSG00000075673    13   25254549   25285921    204      23  23347      0.59591      0.27562
